date,symbol,open,high,low,close
2014-02-04,BTC,856.03366,856.03366,842.73749,847.70697
2014-02-05,BTC,847.70697,852.26152,839.72962,844.28836
2014-02-06,BTC,844.28836,846.35105,793.63344,802.75333
2014-02-07,BTC,802.75333,815.79724,738.61499,748.43559
2014-02-08,BTC,748.43559,758.33833,658.83333,692.66914
2014-02-09,BTC,692.66914,721.64138,657.87721,668.86463
2014-02-10,BTC,668.86463,711.97109,662.74428,700.44843
2014-02-11,BTC,700.44843,702.36822,535.55166,694.3125
2014-02-12,BTC,694.3125,710.6525,635.23249,665.7975
2014-02-13,BTC,665.7975,671.9975,633.395,645.615
2014-02-14,BTC,645.615,653.355,532.3125,578.4125
2014-02-15,BTC,578.4125,696.75,553.075,641.91
2014-02-16,BTC,641.91,657.99749,626.80499,656.2725
2014-02-17,BTC,656.2725,657.2725,576.025,611.04499
2014-02-18,BTC,611.04499,653.75,603.0675,634.99
2014-02-19,BTC,634.99,641.37249,607.9425,618.79
2014-02-20,BTC,618.79,625.4225,612.5025,619.8425
2014-02-21,BTC,619.8425,620.84,525.0725,545.7625
2014-02-22,BTC,545.7625,581.24,538.12249,561.535
2014-02-23,BTC,561.535,622.22,554.3525,622.22
2014-02-24,BTC,622.22,637.5025,567.5,572.7675
2014-02-25,BTC,572.7675,583.135,492.8925,501.155
2014-02-26,BTC,501.155,562.54499,418.755,550.6025
2014-02-27,BTC,550.6025,599.505,548.98749,573.1025
2014-02-28,BTC,573.1025,583.7825,558.2225,567.2925
2014-03-01,BTC,567.2925,570.7875,535.87,551.73
2014-03-02,BTC,551.73,570.0025,548.7825,560.195
2014-03-03,BTC,560.195,568.275,550.74749,567.7
2014-03-04,BTC,567.7,681.615,562.3025,666.1475
2014-03-05,BTC,666.1475,698.05,653.525,660.84
2014-03-06,BTC,660.84,666.3275,643.525,662.0225
2014-03-07,BTC,662.0225,663.74,644.345,651.285
2014-03-08,BTC,651.285,653.98249,611.02,612.33
2014-03-09,BTC,612.33,626.25,600.99249,611.1625
2014-03-10,BTC,611.1625,644.8825,610.0675,637.615
2014-03-11,BTC,637.615,642.5275,610.995,626.0
2014-03-12,BTC,626.0,645.75,615.2725,633.74749
2014-03-13,BTC,633.74749,639.5375,627.3925,631.755
2014-03-14,BTC,631.755,641.66999,631.315,636.41414
2014-03-15,BTC,636.41414,636.75668,624.77166,628.18751
2014-03-16,BTC,628.18751,636.0,625.54183,632.95333
2014-03-17,BTC,632.95333,635.24333,627.48,630.34833
2014-03-18,BTC,630.34833,630.77666,616.17333,617.24333
2014-03-19,BTC,617.24333,621.47168,599.75998,616.86665
2014-03-20,BTC,616.86665,621.18353,601.00996,601.015
2014-03-21,BTC,601.015,604.52831,579.55331,581.33333
2014-03-22,BTC,581.33333,605.15331,563.46166,570.36168
2014-03-23,BTC,570.36168,571.86663,550.60331,562.95333
2014-03-24,BTC,562.95333,570.33081,551.16331,557.16833
2014-03-25,BTC,557.16833,587.98666,552.12997,573.34998
2014-03-26,BTC,573.34998,585.57499,570.43831,572.49161
2014-03-27,BTC,572.49161,589.95497,561.61165,570.54833
2014-03-28,BTC,570.54833,571.57667,471.01833,509.70665
2014-03-29,BTC,509.70665,525.16333,487.16333,499.24998
2014-03-30,BTC,499.24998,504.21231,483.5116,486.80845
2014-03-31,BTC,486.80845,486.80845,443.26166,472.4783
2014-04-01,BTC,472.4783,472.4783,442.19166,464.88
2014-04-02,BTC,464.88,500.64066,459.6783,480.16581
2014-04-03,BTC,480.16581,494.98333,419.705,427.87498
2014-04-04,BTC,427.87498,456.34863,414.41333,432.99716
2014-04-05,BTC,432.99716,455.99333,428.63,453.87148
2014-04-06,BTC,453.87148,465.63773,444.13629,462.445
2014-04-07,BTC,462.445,466.475,450.80566,456.46948
2014-04-08,BTC,456.46948,458.925,443.71861,452.81
2014-04-09,BTC,452.81,456.88188,446.71668,450.48083
2014-04-10,BTC,450.48083,453.06422,423.82189,426.98333
2014-04-11,BTC,426.98333,427.5385,344.22166,374.59166
2014-04-12,BTC,374.59166,438.24666,374.59166,438.24666
2014-04-13,BTC,438.24666,438.91098,413.08833,423.51566
2014-04-14,BTC,423.51566,425.68516,394.1018,409.03166
2014-04-15,BTC,409.03166,470.95333,406.85585,455.28316
2014-04-16,BTC,455.28316,524.80583,454.18166,517.09666
2014-04-17,BTC,517.09666,543.31749,493.08333,522.455
2014-04-18,BTC,522.455,529.29783,481.45501,490.8785
